Feature,Coeficiente,Odds Ratio,P-valor,Significância
const,-18.074018011485293,1.4143396340821413e-08,3.556309756266176e-25,***
RWA_Credito_lag4,-58.51433670025266,3.8685343624332764e-26,6.780621682749466e-21,***
RWA_Mercado_lag4,-2.697288629511141,0.0673879790387663,0.21298357158156056,
RWA_Operacional_lag4,8.777006095326174,6483.4372940776975,1.2753132281514293e-12,***
Capital_Principal_lag4,-0.34643687619778574,0.7072034592496214,0.00016957530239601943,***
Alavancagem_lag4,0.13943300100151074,1.1496217796298793,0.019401392772829457,**
PIB_lag4,-0.1410812915133355,0.8684187137567498,0.07889786848544585,*
IPCA_lag4,0.043775659689348705,1.044747949516593,0.5699274104656469,
Spread_lag4,0.14621298484606352,1.1574426795513189,0.049565842694719746,**
